id;question;answer;unit;category;answer_type
1468;Ile klatek na sekundę ma „filmowe” 24 fps?;24.0;fps;popkultura/film;fakt
1469;Ile cyfr ma typowy numer telefonu w formacie krajowym (bez prefiksu, w przybliżeniu)?;9.0;cyfr;codzienne;typowo
1470;W którym roku otwarto Kanał Sueski?;1869.0;rok;historia;fakt
1471;Jaka liczba występuje w tytule film „Czwarty protokół”?;4.0;liczba;popkultura/tytuły;fakt
1472;Ile domów ma Hogwarts w uniwersum Harry’ego Pottera?;4.0;szt.;popkultura/fantasy;fakt
1473;Ile znaków ma adres IPv6 w zapisie pełnym hex (bez skracania)?;32.0;znaków;technologia/sieci;fakt
1474;Jaka jest maksymalna/przybliżona prędkość nosorożec?;50.0;km/h;natura/zwierzęta;około
1475;Ile minut trwa typowe zakupy spożywcze w sklepie (w przybliżeniu)?;20.0;min;codzienne;typowo
1476;Ile wynosi 20% z 80?;16.0;jedn.;konwersje/procenty;wyliczone(≈)
1477;Ile minut trwa przerwa na reklamy w transmisji sportowej (w przybliżeniu)?;3.0;min;media;typowo
1478;Ile minut trwa 0.5 godziny?;30.0;min;konwersje/czas;wyliczone(≈)
1479;W którym roku powstała pierwsza fotografia (Daguerreotyp, około)?;1839.0;rok;historia;około
1480;Ile lat żyje gepard (w przybliżeniu)?;12.0;lat;natura/zwierzęta;około
1481;Ile metrów ma standardowa bieżnia na lodowisku do łyżwiarstwa szybkiego (okrążenie)?;400.0;m;sport/łyżwiarstwo;fakt
1482;Ile dni ma 2 tygodnie?;14.0;dni;konwersje/czas;wyliczone(≈)
1483;Ile dni ma 12 tygodnie?;84.0;dni;konwersje/czas;wyliczone(≈)
1484;Ile dni ma „tydzień” w potocznym sensie?;7.0;dni;czas;fakt
1485;W którym roku podpisano Magna Carta (tradycyjnie)?;1215.0;rok;historia;fakt
1486;W którym roku powstał IBM PC?;1981.0;rok;historia;fakt
1487;Jaka liczba występuje w tytule film „12 gniewnych ludzi”?;12.0;liczba;popkultura/tytuły;fakt
1488;Ile tercji ma mecz hokeja na lodzie?;3.0;tercje;sport/hokej;fakt
1489;W którym roku miała miejsce pierwsza konferencja TED (pierwsza)?;1984.0;rok;historia;fakt
1490;W którym roku podpisano Traktat Rzymski (EWWiS/EWG w skrócie)?;1957.0;rok;historia;fakt
1491;Ile metrów ma linia rzutów wolnych od kosza (FIBA, w przybliżeniu)?;4.6;m;sport/koszykówka;około
1492;Ile minut trwa typowa kreskówka dla dzieci (odcinek, w przybliżeniu)?;11.0;min;popkultura/kreskówki;typowo
1493;Ile miesięcy ma 5 lat?;60.0;mies.;czas;wyliczone(≈)
1494;Ile metrów to 100 km?;100000.0;m;konwersje/dystans;wyliczone(≈)
1495;Ile lat żyje rekin biały (w przybliżeniu)?;70.0;lat;natura/zwierzęta;około
1496;Ile portów obejmuje pełny zakres TCP/UDP (0–65535)?;65536.0;portów;technologia/sieci;fakt
1497;Ile mililitrów to 0.33 l?;330.0;ml;konwersje/objętość;wyliczone(≈)
1498;Ile litrów wody zużywa się na osobę dziennie w domu (w przybliżeniu)?;150.0;l;świat/społeczeństwo;około
1499;Ile centymetrów to 400 m?;40000.0;cm;konwersje/dystans;wyliczone(≈)
1500;W którym roku odbył się pierwszy Festiwal Woodstock?;1969.0;rok;historia;fakt
1501;Ile krawędzi ma oktaedr?;12.0;krawędzi;ciekawostki/geometria;fakt
1502;Ile skoczków (koni) ma jedna strona w szachach na starcie?;2.0;szt.;gry/szachy;fakt
1503;W którym roku powstał serwis Instagram?;2010.0;rok;historia;fakt
1504;Ile lat ma „okrągłe” pół wieku?;50.0;lat;czas;fakt
1505;W którym roku uruchomiono Twitter/X?;2006.0;rok;historia;fakt
1506;Ile znaków ma domena najwyższego poziomu „.com” (bez kropki)?;3.0;znaki;technologia/web;fakt
1507;Ile pól ma plansza do kółka i krzyżyka 3×3?;9.0;pól;gry/logika;wyliczone(≈)
1508;Ile sekund ma minuta?;60.0;s;czas;fakt
1509;Ile osób uczestniczy w typowym spotkaniu statusowym (w przybliżeniu)?;6.0;osób;świat/społeczeństwo;typowo
1510;Ile lat żyje hipopotam (w przybliżeniu)?;40.0;lat;natura/zwierzęta;około
1511;Ile wynosi 50% z 20?;10.0;jedn.;konwersje/procenty;wyliczone(≈)
1512;Ile wynosi 66.7% z 200?;133.4;jedn.;konwersje/procenty;wyliczone(≈)
1513;Ile lat żyje żyrafa (w przybliżeniu)?;25.0;lat;natura/zwierzęta;około
1514;Ile państw jest w Europie (w przybliżeniu)?;44.0;państw;świat/geografia;około
1515;Ile nanosekund jest w sekundzie?;1000000000.0;ns;technologia/czas;fakt
1516;W którym roku zadebiutowała pierwsza gra „Super Mario Bros.”?;1985.0;rok;historia;fakt
1517;Ile ścian ma sześcian?;6.0;szt.;matematyka;fakt
1518;Ile lat żyje wilk (w przybliżeniu)?;13.0;lat;natura/zwierzęta;około
1519;Ile minut trwa typowy postój na przystanku końcowym autobusu (w przybliżeniu)?;5.0;min;transport;typowo
1520;Ile metrów ma boisko do siatkówki (długość)?;18.0;m;sport/siatkówka;fakt
1521;Ile kanałów ma standardowy dźwięk 5.1?;6.0;kanałów;media/technologia;wyliczone(≈)
1522;Ile wynosi 90% z 120?;108.0;jedn.;konwersje/procenty;wyliczone(≈)
1523;Jaka jest maksymalna/przybliżona prędkość hipopotam?;30.0;km/h;natura/zwierzęta;około
1524;Ile gramów to 1 kg?;1000.0;g;konwersje/masa;wyliczone(≈)
1525;Ile kości ma ręka człowieka (łącznie, w przybliżeniu)?;27.0;szt.;człowiek;fakt
1526;Ile pól ma przekątna szachownicy (od rogu do rogu)?;8.0;pól;gry/szachy;fakt
1527;Ile baz jest w baseballu (licząc home)?;4.0;bazy;sport/baseball;fakt
1528;W którym roku ukazała się pierwsza część „Władcy Pierścieni” (wydanie, około)?;1954.0;rok;historia;około
1529;Ile lat żyje kura (w przybliżeniu)?;6.0;lat;natura/zwierzęta;około
1530;Ile minut przestoju rocznie oznacza dostępność 99,999% (w przybliżeniu)?;5.256;min;technologia/SLA;wyliczone(≈)
1531;Ile kilometrów ma wyścig Formuły 1 (dystans, w przybliżeniu)?;305.0;km;sport/motorsport;fakt
1532;Ile pinów ma standardowe złącze HDMI (typ A)?;19.0;pinów;technologia/hardware;fakt
1533;Ile wynosi 33.3% z 250?;83.25;jedn.;konwersje/procenty;wyliczone(≈)
1534;W którym roku miał premierę film „Park Jurajski”?;1993.0;rok;historia;fakt
1535;Ile bitów ma adres MAC?;48.0;bit;technologia/sieci;fakt
1536;Ile punktów gra się w secie w tenisie stołowym (standardowo)?;11.0;pkt;sport/tenis stołowy;fakt
1537;Ile mililitrów to 0.75 l?;750.0;ml;konwersje/objętość;wyliczone(≈)
1538;Ile razy w roku obchodzi się urodziny?;1.0;raz;codzienne;fakt
1539;Ile gramów to 0.25 kg?;250.0;g;konwersje/masa;wyliczone(≈)
1540;Ile piłek jest w standardowym zestawie nowych piłek tenisowych w puszce (typowo)?;3.0;szt.;sport/tenis;typowo
1541;Ile dni ma luty w roku nieprzestępnym?;28.0;dni;czas;fakt
1542;Ile minut trwa 1 godziny?;60.0;min;konwersje/czas;wyliczone(≈)
1543;Ile minut trwa typowa prezentacja na konferencji (w przybliżeniu)?;20.0;min;świat/społeczeństwo;typowo
1544;Jaka liczba występuje w tytule film „28 dni później”?;28.0;liczba;popkultura/tytuły;fakt
1545;W którym roku uruchomiono pierwszą stronę WWW (pierwszy serwer WWW)?;1991.0;rok;historia;fakt
1546;Ile kilogramów to 1000 g?;1.0;kg;konwersje/masa;wyliczone(≈)
1547;Jaka jest maksymalna/przybliżona prędkość kot domowy?;48.0;km/h;natura/zwierzęta;około
1548;W którym roku miała miejsce bitwa pod Hastings?;1066.0;rok;historia;fakt
1549;Ile minut przestoju rocznie oznacza dostępność 99,9% (w przybliżeniu)?;525.6;min;technologia/SLA;wyliczone(≈)
1550;Ile opowieści zawiera „Dekameron” z tytułu?;100.0;opowieści;kultura/literatura;fakt
1551;W którym roku miał premierę film „Pulp Fiction”?;1994.0;rok;historia;fakt
1552;Ile godzin ma 1 tygodnie?;168.0;h;konwersje/czas;wyliczone(≈)
1553;Jaka liczba występuje w tytule książka „1984”?;1984.0;liczba;popkultura/tytuły;fakt
1554;Ile kilogramów to 100 g?;0.1;kg;konwersje/masa;wyliczone(≈)
1555;W którym roku zadebiutował pierwszy procesor Intel 4004?;1971.0;rok;historia;fakt
1556;W którym roku odkryto Amerykę (Kolumb)?;1492.0;rok;historia;fakt
1557;Ile liczb rzymskich podstawowych symboli jest (I,V,X,L,C,D,M)?;7.0;szt.;język/kultura;fakt
1558;Jaka jest maksymalna/przybliżona prędkość tygrys?;65.0;km/h;natura/zwierzęta;około
1559;Jaka liczba występuje w tytule film „10 rzeczy, których w tobie nienawidzę”?;10.0;liczba;popkultura/tytuły;fakt
1560;Ile możliwych wyników ma rzut dwiema kostkami (uporządkowane pary)?;36.0;wyników;gry/logika;wyliczone(≈)
1561;Ile warstw ma model TCP/IP (klasycznie)?;4.0;szt.;technologia/sieci;umownie
1562;W którym roku uruchomiono system operacyjny Windows 95?;1995.0;rok;historia;fakt
1563;W którym roku miał premierę film „Forrest Gump”?;1994.0;rok;historia;fakt
1564;Ile wynosi 25% z 200?;50.0;jedn.;konwersje/procenty;wyliczone(≈)
1565;Ile krawędzi ma tetraedr?;6.0;szt.;matematyka;fakt
1566;Ile przycisków ma pilot TV (w przybliżeniu)?;40.0;szt.;technologia;typowo
1567;Ile bajtów zajmuje jeden piksel w RGBA32?;4.0;B;technologia/grafika;fakt
1568;Ile wynosi 80% z 200?;160.0;jedn.;konwersje/procenty;wyliczone(≈)
1569;W którym roku upadły bliźniacze wieże WTC (9/11)?;2001.0;rok;historia;fakt
1570;Ile filarów ma islam?;5.0;szt.;kultura/religia;fakt
1571;Ile lat żyje krokodyl (w przybliżeniu)?;70.0;lat;natura/zwierzęta;około
1572;Ile sekund trwa 0.5 godziny?;1800.0;s;konwersje/czas;wyliczone(≈)
1573;W którym roku zatopiono Titanica?;1912.0;rok;historia;fakt
1574;Ile mililitrów to 0.5 l?;500.0;ml;konwersje/objętość;wyliczone(≈)
1575;Ile lat żyje pszczoła (w przybliżeniu)?;0.1;lat;natura/zwierzęta;około
1576;Ile sekund trwa 150 minut?;9000.0;s;konwersje/czas;wyliczone(≈)
1577;Ile znaków ma kod ASCII (7-bitowy) – ile różnych wartości?;128.0;wartości;technologia;fakt
1578;W którym roku zaproponowano World Wide Web (projekt, około)?;1989.0;rok;historia;około
1579;Ile lat żyje mrówka (w przybliżeniu)?;1.0;lat;natura/zwierzęta;około
1580;Ile sekund ma tydzień?;604800.0;s;czas;fakt
1581;Jaka liczba występuje w tytule film „101 dalmatyńczyków”?;101.0;liczba;popkultura/tytuły;fakt
1582;Ile znaków ma rozszerzony ASCII (8-bit) – ile różnych wartości?;256.0;wartości;technologia;fakt
1583;Ile dni ma miesiąc z „31 dniami” (np. lipiec)?;31.0;dni;czas;fakt
1584;Ile drużyn gra na boisku w typowym meczu sportowym (zwykle)?;2.0;drużyny;sport;umownie
1585;Ile centymetrów to 20 m?;2000.0;cm;konwersje/dystans;wyliczone(≈)
1586;Ile godzin ma 4 tygodnie?;672.0;h;konwersje/czas;wyliczone(≈)
1587;Ile ludzi mieszka obecnie na Ziemi (w przybliżeniu)?;8100000000.0;osób;świat/społeczeństwo;stan(2025)≈
1588;Ile sekund trwa typowy dzwonek telefonu (w przybliżeniu)?;20.0;s;popkultura/codzienne;typowo
1589;Ile wynosi 66.7% z 300?;200.1;jedn.;konwersje/procenty;wyliczone(≈)
1590;Ile minut trwa standardowy mecz piłki ręcznej (czas gry)?;60.0;min;sport/piłka ręczna;fakt
1591;W którym roku miał premierę film „Incepcja”?;2010.0;rok;historia;fakt
1592;Ile cnót głównych wymienia się najczęściej?;7.0;szt.;kultura/religia;umownie
1593;Ile lat żyje słoń afrykański (w przybliżeniu)?;60.0;lat;natura/zwierzęta;około
1594;Ile mililitrów ma łyżka stołowa (umownie)?;15.0;ml;kuchnia/miary;umownie
1595;Ile lat żyje mysz (w przybliżeniu)?;2.0;lat;natura/zwierzęta;około
1596;Ile minut trwa typowa kolacja (w przybliżeniu)?;20.0;min;codzienne;typowo
1597;W którym roku doszło do lądowania na Marsie łazika Curiosity?;2012.0;rok;historia;fakt
1598;Ile sekund trwa 3 godziny?;10800.0;s;konwersje/czas;wyliczone(≈)
1599;W którym roku zadebiutował Windows XP?;2001.0;rok;historia;fakt
1600;W którym roku powstał Google (założenie firmy)?;1998.0;rok;historia;fakt
1601;Jaka liczba występuje w tytule serial „The 100”?;100.0;liczba;popkultura/tytuły;fakt
1602;Ile boków ma sześciokąt?;6.0;boków;ciekawostki/geometria;fakt
1603;Ile klawiszy ma typowa klawiatura fortepianu?;88.0;szt.;muzyka;fakt
1604;Ile kręgli jest w bowlingu?;10.0;szt.;sport;fakt
1605;Ile minut trwa standardowy mecz rugby union?;80.0;min;sport/rugby;fakt
1606;Ile punktów maksymalnie można zdobyć w jednym rzucie w kręgle (strike)?;10.0;pkt;sport/bowling;fakt
1607;Ile godzin ma 1 dni?;24.0;h;konwersje/czas;wyliczone(≈)
1608;Jaka liczba występuje w tytule film „7 samurajów”?;7.0;liczba;popkultura/tytuły;fakt
1609;Ile inningów ma standardowy mecz baseballu?;9.0;inningów;sport/baseball;fakt
1610;Ile kart ma standardowa talia bez jokerów?;52.0;szt.;gry/karty;fakt
1611;Jaka jest maksymalna/przybliżona prędkość pingwin?;10.0;km/h;natura/zwierzęta;około
1612;Ile gramów to 2 kg?;2000.0;g;konwersje/masa;wyliczone(≈)
1613;Ile tłoki ma trąbka (w przybliżeniu)?;3.0;szt.;muzyka/ciekawostki;typowo
1614;Ile centymetrów to 3 m?;300.0;cm;konwersje/dystans;wyliczone(≈)
1615;Ile minut trwa jedna połowa w piłce ręcznej?;30.0;min;sport/piłka ręczna;fakt
1616;Ile pikseli ma obraz 1280×720 (HD)?;921600.0;pikseli;technologia/grafika;wyliczone(≈)
1617;Ile lat żyje wielbłąd (w przybliżeniu)?;40.0;lat;natura/zwierzęta;około
1618;Ile rund ma typowa walka o tytuł w boksie (maksymalnie)?;12.0;rund;sport/boks;typowo
1619;Ile klatek na sekundę ma typowy film kinowy?;24.0;fps;media/technologia;fakt
1620;Jaka jest maksymalna/przybliżona prędkość ryba miecznik?;100.0;km/h;natura/zwierzęta;około
1621;Ile metrów ma maraton w metrach?;42195.0;m;sport;wyliczone(≈)
1622;W którym roku wybuchła II wojna światowa?;1939.0;rok;historia;fakt
1623;Ile minut trwają napisy końcowe w typowym filmie (w przybliżeniu)?;8.0;min;popkultura/film;typowo
1624;Ile pasów (pasków) ma flaga USA?;13.0;szt.;geografia/symbole;fakt
1625;Ile godzin dziennie przesypia przeciętny dorosły (w przybliżeniu)?;8.0;h;człowiek;typowo
1626;W którym roku wysłano pierwszy e‑mail (około)?;1971.0;rok;historia;około
1627;Jaka liczba występuje w tytule film „127 godzin”?;127.0;liczba;popkultura/tytuły;fakt
1628;Jaka liczba występuje w tytule film „13 zabójców”?;13.0;liczba;popkultura/tytuły;fakt
1629;Ile sekund ma kwadrans?;900.0;s;czas/ciekawostki;wyliczone(≈)
1630;Ile metrów to 0.2 km?;200.0;m;konwersje/dystans;wyliczone(≈)
1631;Ile minut trwa typowy przejazd metrem między stacjami (w przybliżeniu)?;2.0;min;transport;typowo
1632;Jaka liczba występuje w tytule książka „Czwarta małpa”?;4.0;liczba;popkultura/tytuły;fakt
1633;Jaka liczba występuje w tytule film „99 francuskich franków”?;99.0;liczba;popkultura/tytuły;fakt
1634;Ile wynosi 66.7% z 80?;53.36;jedn.;konwersje/procenty;wyliczone(≈)
1635;Ile godzin ma 1 doba?;24.0;h;technologia/czas;fakt
1636;Ile znaków ma typowy kod błędu HTTP (np. 404)?;3.0;znaki;technologia/web;fakt
1637;Ile minut trwa typowa rozmowa kwalifikacyjna (w przybliżeniu)?;60.0;min;świat/społeczeństwo;typowo
1638;Ile minut trwa typowy stand‑up (występ, w przybliżeniu)?;60.0;min;kultura/standup;typowo
1639;Jaka jest maksymalna/przybliżona prędkość żółw lądowy?;0.3;km/h;natura/zwierzęta;około
1640;Ile państw liczy Unia Europejska (stan po Brexicie)?;27.0;szt.;świat/polityka;stan(2025)
1641;W którym roku miał premierę film „Shrek”?;2001.0;rok;historia;fakt
1642;Ile lat żyje sarna (w przybliżeniu)?;12.0;lat;natura/zwierzęta;około
1643;Ile państw ma strefa Schengen (w przybliżeniu)?;27.0;szt.;świat;stan(2025)
1644;Ile kółek ma typowy wyścig Formuły 1 (w przybliżeniu)?;60.0;okrążeń;sport/motorsport;około
1645;W którym roku powstał pierwszy silnik wysokoprężny (Diesla, około)?;1897.0;rok;historia;około
1646;W którym roku Kolumb dotarł do Ameryki?;1492.0;rok;historia;fakt
1647;Ile hoteli maksymalnie można postawić na polu w Monopoly?;1.0;szt.;gry/planszowe;fakt
1648;Ilu zawodników gra w rugby union (jedna drużyna)?;15.0;osób;sport/rugby;fakt
1649;Ile lat żyje ryba miecznik (w przybliżeniu)?;9.0;lat;natura/zwierzęta;około
1650;Ile sakramentów uznaje Kościół katolicki?;7.0;szt.;kultura/religia;fakt
1651;Ile wynosi 75% z 300?;225.0;jedn.;konwersje/procenty;wyliczone(≈)
1652;Ile wynosi 12.5% z 120?;15.0;jedn.;konwersje/procenty;wyliczone(≈)
1653;Ile członków ma zespół The Beatles?;4.0;osób;popkultura/muzyka;fakt
1654;Ile przykazań jest w Dekalogu?;10.0;szt.;kultura/religia;fakt
1655;Jaka jest maksymalna/przybliżona prędkość żyrafa?;60.0;km/h;natura/zwierzęta;około
1656;W którym roku powstała pierwsza książka wydrukowana Biblią Gutenberga (około)?;1455.0;rok;historia;około
1657;Ile kwart ma mecz futbolu amerykańskiego?;4.0;kwarty;sport/futbol amerykański;fakt
1658;Ile przystanków ma typowa trasa autobusu w mieście (w przybliżeniu)?;20.0;przystanków;transport;typowo
1659;Jaka jest maksymalna/przybliżona prędkość niedźwiedź brunatny?;50.0;km/h;natura/zwierzęta;około
1660;Jaka liczba występuje w tytule film „2001: Odyseja kosmiczna”?;2001.0;liczba;popkultura/tytuły;fakt
1661;Ile metrów to 3.3 km?;3300.0;m;konwersje/dystans;wyliczone(≈)
1662;Ile litrów to 330 ml?;0.33;l;konwersje/objętość;wyliczone(≈)
1663;Ile miesięcy trwa kadencja prezydenta USA (4 lata) w miesiącach?;48.0;mies.;świat/polityka;wyliczone(≈)
1664;Ile metrów ma standardowa szerokość boiska do koszykówki (FIBA)?;15.0;m;sport/koszykówka;fakt
1665;W którym roku rozpoczęto budowę Muru Berlińskiego?;1961.0;rok;historia;fakt
1666;Ile lat żyje strus (w przybliżeniu)?;45.0;lat;natura/zwierzęta;około
1667;Ile gemów trzeba wygrać, aby wygrać set w tenisie (bez tie-breaków, minimum)?;6.0;gemy;sport/tenis;fakt
1668;Ile minut trwa typowe spotkanie statusowe w pracy (w przybliżeniu)?;30.0;min;świat/społeczeństwo;typowo
1669;Ile żył ma kabel Ethernet w skrętce (4 pary)?;8.0;żył;technologia/sieci;fakt
1670;Ile pól ma plansza do chińczyka (typowo, w przybliżeniu)?;72.0;pól;gry/planszowe;około
1671;W którym roku otwarto Kanał Panamski?;1914.0;rok;historia;fakt
1672;W którym roku ustanowiono pierwsze Nagrody Nobla (pierwsze wręczenie)?;1901.0;rok;historia;stan(2025)
1673;Ile palców ma koń na jednej nodze (kopyto jako 1)?;1.0;szt.;natura/zwierzęta;umownie
1674;Ile minut trwa 24 godziny?;1440.0;min;konwersje/czas;wyliczone(≈)
1675;W którym roku miał premierę film „E.T.”?;1982.0;rok;historia;fakt
1676;Ile strun ma ukulele (w przybliżeniu)?;4.0;szt.;muzyka/ciekawostki;typowo
1677;Ile gramów to 10 kg?;10000.0;g;konwersje/masa;wyliczone(≈)
1678;Jaki numer ma błąd „Not Found” w HTTP?;404.0;kod;technologia/web;fakt
1679;Ile milimetrów to 3 m?;3000.0;mm;konwersje/dystans;wyliczone(≈)
1680;Ilu zawodników gra na boisku w koszykówce (jedna drużyna)?;5.0;osób;sport/koszykówka;fakt
1681;Jaka liczba występuje w tytule film „12 zadań Asteriksa”?;12.0;liczba;popkultura/tytuły;fakt
1682;Ile stron świata ma kompas (podstawowe)?;4.0;szt.;geografia;fakt
1683;Ile metrów ma boisko do piłki ręcznej (długość)?;40.0;m;sport/piłka ręczna;fakt
1684;Ile poziomów ma typowa gra logiczna na telefon (w przybliżeniu)?;100.0;poziomów;popkultura/gry;typowo
1685;Ile strun ma kontrabas (w przybliżeniu)?;4.0;szt.;muzyka/ciekawostki;typowo
1686;Jaka liczba występuje w tytule film „8 Mila”?;8.0;liczba;popkultura/tytuły;fakt
1687;Jaka liczba występuje w tytule film „300 Spartan”?;300.0;liczba;popkultura/tytuły;fakt
1688;Ile języków istnieje na świecie (w przybliżeniu)?;7000.0;języków;świat/język;około
1689;Ile sekund trwa 1 godziny?;3600.0;s;konwersje/czas;wyliczone(≈)
1690;Ile wynosi 20% z 50?;10.0;jedn.;konwersje/procenty;wyliczone(≈)
1691;W którym roku powstała organizacja ONZ?;1945.0;rok;historia;fakt
1692;Ile państw jest na Półwyspie Iberyjskim?;2.0;państwa;geografia;fakt
1693;Jaka jest maksymalna/przybliżona prędkość lis?;50.0;km/h;natura/zwierzęta;około
1694;Ile stanów ma USA?;50.0;szt.;geografia;fakt
1695;W którym roku powstała organizacja NATO?;1949.0;rok;historia;fakt
1696;Ile metrów to 10 km?;10000.0;m;konwersje/dystans;wyliczone(≈)
1697;Ile litery ma hasło CAPTCHA (w przybliżeniu)?;6.0;znaków;technologia;typowo
1698;Ile minut ma 14 dni?;20160.0;min;konwersje/czas;wyliczone(≈)
1699;Jaka jest maksymalna/przybliżona prędkość sarna?;60.0;km/h;natura/zwierzęta;około
1700;Jaka jest maksymalna/przybliżona prędkość wilk?;60.0;km/h;natura/zwierzęta;około
1701;Ile dni ma styczeń?;31.0;dni;czas;fakt
1702;W którym roku zakończyła się I wojna światowa?;1918.0;rok;historia;fakt
1703;Ile wież ma jedna strona w szachach na starcie?;2.0;szt.;gry/szachy;fakt
1704;Ile metrów ma bieg na 200 m?;200.0;m;sport/lekkoatletyka;fakt
1705;Ile minut trwa standardowy mecz futsalu?;40.0;min;sport/futsal;fakt
1706;Ile rund ma standardowy mecz boksu amatorskiego (w przybliżeniu)?;3.0;rundy;sport/boks;typowo
1707;Jaka jest maksymalna/przybliżona prędkość lew?;80.0;km/h;natura/zwierzęta;około
1708;Ile sekund trwa 13 minut?;780.0;s;konwersje/czas;wyliczone(≈)
1709;Jaka liczba występuje w tytule film „Siódmy syn”?;7.0;liczba;popkultura/tytuły;fakt
1710;Ile minut ma typowy album muzyczny (w przybliżeniu)?;45.0;min;popkultura/muzyka;typowo
1711;Jaka liczba występuje w tytule film „21”?;21.0;liczba;popkultura/tytuły;fakt
1712;Ile punktów gra się w secie w badmintonie (standardowo)?;21.0;pkt;sport/badminton;fakt
1713;Ile minut trwa 3.5 godziny?;210.0;min;konwersje/czas;wyliczone(≈)
1714;Ile łap ma pies?;4.0;szt.;natura/zwierzęta;fakt
1715;Ile metrów ma linia za 3 w koszykówce FIBA (w przybliżeniu)?;6.75;m;sport/koszykówka;fakt
1716;Ile minut trwa 4 godziny?;240.0;min;konwersje/czas;wyliczone(≈)
1717;Ile lat trwały „Sto lat samotności” z tytułu powieści?;100.0;lat;popkultura/tytuły;fakt
1718;W którym roku powstał Linux (pierwsze wydanie jądra, około)?;1991.0;rok;historia;około
1719;Ile miesięcy ma pół roku?;6.0;mies.;czas;fakt
1720;Ile gramów to 0.5 kg?;500.0;g;konwersje/masa;wyliczone(≈)
1721;Jaka jest maksymalna/przybliżona prędkość królik?;45.0;km/h;natura/zwierzęta;około
1722;Jaka liczba występuje w tytule książka „1000 i jedna noc”?;1001.0;liczba;popkultura/tytuły;fakt
1723;Ile setów gra się w badmintonie (zwykle do 2 wygranych)?;3.0;sety;sport/badminton;typowo
1724;Jaka liczba występuje w tytule książka „451° Fahrenheita”?;451.0;liczba;popkultura/tytuły;fakt
1725;Ile serc ma ośmiornica?;3.0;szt.;natura/zwierzęta;fakt
1726;Ile sekund świeci zielone światło na przejściu dla pieszych (w przybliżeniu)?;20.0;s;miasto;typowo
1727;Jaka liczba występuje w tytule film „Siódma pieczęć”?;7.0;liczba;popkultura/tytuły;fakt
1728;Ile znaków ma domena „.pl” (bez kropki)?;2.0;znaki;technologia/web;fakt
1729;Ile godzin ma 14 dni?;336.0;h;konwersje/czas;wyliczone(≈)
1730;Ile wynosi 75% z 10?;7.5;jedn.;konwersje/procenty;wyliczone(≈)
1731;Ile minut trwa przerwa w meczu piłki nożnej (maksymalnie)?;15.0;min;sport/piłka nożna;fakt
1732;Ile minut trwa typowy przejazd autobusem przez miasto (w przybliżeniu)?;20.0;min;miasto;typowo
1733;Ile „liter” ma alfabet Morse’a dla cyfr 0–9?;10.0;znaków;gry/logika;fakt
1734;Ile watów pobiera ładowarka USB 5V/2A (moc)?;10.0;W;technologia/elektryka;wyliczone(≈)
1735;Ile minut trwa runda w boksie amatorskim (w przybliżeniu)?;3.0;min;sport/boks;typowo
1736;Ile milimetrów to 1000 m?;1000000.0;mm;konwersje/dystans;wyliczone(≈)
1737;Jaka liczba występuje w tytule film „61*”?;61.0;liczba;popkultura/tytuły;fakt
1738;W którym roku powstała Liga Narodów?;1920.0;rok;historia;fakt
1739;Ile wynosi 90% z 1000?;900.0;jedn.;konwersje/procenty;wyliczone(≈)
1740;Ile litrów to 100 ml?;0.1;l;konwersje/objętość;wyliczone(≈)
1741;Ile setów trzeba wygrać, aby wygrać mecz tenisowy w formacie do 2 wygranych setów?;2.0;sety;sport/tenis;fakt
1742;Jaka jest maksymalna/przybliżona prędkość mrówka?;1.0;km/h;natura/zwierzęta;około
1743;Ile punktów trzeba wygrać w gemie tenisowym od zera (minimum)?;4.0;pkt;sport/tenis;fakt
1744;Jaka liczba występuje w tytule film „71”?;71.0;liczba;popkultura/tytuły;fakt
1745;Ile chlebów i ryb jest w biblijnej opowieści o rozmnożeniu (w wersji 5/2)?;7.0;szt.;kultura/religia;umownie
1746;W którym roku rozpoczęła się reformacja (95 tez Lutra)?;1517.0;rok;historia;fakt
1747;Ile mililitrów to 0.25 l?;250.0;ml;konwersje/objętość;wyliczone(≈)
1748;Ile domków maksymalnie można postawić na polu w Monopoly?;4.0;szt.;gry/planszowe;fakt
1749;Ile sekund ma 1 godzina?;3600.0;s;technologia/czas;fakt
1750;Ile metrów to 12.5 km?;12500.0;m;konwersje/dystans;wyliczone(≈)
1751;Jaka jest maksymalna/przybliżona prędkość zebra?;65.0;km/h;natura/zwierzęta;około
1752;Ile sekund trwa 37 minut?;2220.0;s;konwersje/czas;wyliczone(≈)
1753;Ile metrów to 3 km?;3000.0;m;konwersje/dystans;wyliczone(≈)
1754;Ile lat żyje orzeł (w przybliżeniu)?;20.0;lat;natura/zwierzęta;około
1755;Jaka jest maksymalna/przybliżona prędkość wieloryb błękitny?;50.0;km/h;natura/zwierzęta;około
1756;Ile nogi ma typowy stół?;4.0;szt.;codzienne/ciekawostki;umownie
1757;Ile kółek ma wózek sklepowy?;4.0;szt.;codzienne/ciekawostki;umownie
1758;Ile bitów ma jeden oktet?;8.0;bit;technologia;fakt
1759;Ile procent ludności świata mieszka w miastach (w przybliżeniu)?;56.0;%;świat/społeczeństwo;około
1760;Ile ton śmieci produkuje się na świecie rocznie (w przybliżeniu)?;2000000000.0;t;świat/społeczeństwo;około
1761;Ile milimetrów to 50 m?;50000.0;mm;konwersje/dystans;wyliczone(≈)
